#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
LINC00174	523.321614721946	0.0468005428391205	0.947066557510527	0.999954839599667	not_sign	ENSG00000179406.11
DSCR9	44.3829260814172	-0.144242083679151	0.947101878422932	NA	not_sign	ENSG00000230366.11
TSIX	27.3514330750663	-0.189723736776877	0.94733864145247	NA	not_sign	ENSG00000270641.2
GLRX2	221.171217907264	0.0704004277959979	0.947379782022439	0.999954839599667	not_sign	ENSG00000023572.10
EXOSC10	5090.1473145523	-0.0196264257000001	0.947402529533575	0.999954839599667	not_sign	ENSG00000171824.15
PCGF5	1140.89556203366	0.0331082165378717	0.9474480329093	0.999954839599667	not_sign	ENSG00000180628.16
LINC02610	25.0970598999062	-0.24988522619384	0.947518695488546	NA	not_sign	ENSG00000186235.13
NSUN6	1396.00287745592	-0.03224620113231	0.947531036177728	0.999954839599667	not_sign	ENSG00000241058.4
GOLGA6L17P.1	51.382610698684	-0.135466408408769	0.947586202127531	NA	not_sign	ENSG00000277741.5
SCNM1	1107.34207319091	0.0346543620772875	0.947664552639677	0.999954839599667	not_sign	ENSG00000163156.13
LBHD1	287.181904315642	0.0612397881266317	0.947681676613775	0.999954839599667	not_sign	ENSG00000162194.13
PHF5A	502.377165951636	-0.0471195178314491	0.947686701958863	0.999954839599667	not_sign	ENSG00000100410.9
EDNRB	2716.61829208543	-0.0237591229916932	0.947699612280542	0.999954839599667	not_sign	ENSG00000136160.18
ZNF37A	2360.83754811366	-0.0268550794428718	0.947795798729201	0.999954839599667	not_sign	ENSG00000075407.20
DONSON	723.323723645858	0.0409713460645784	0.947800398547262	0.999954839599667	not_sign	ENSG00000159147.19
MSS51	283.834632193693	0.061329057921417	0.947822328086944	0.999954839599667	not_sign	ENSG00000166343.10
DNMT1	12439.8624667053	0.0163062744655271	0.947874246715671	0.999954839599667	not_sign	ENSG00000130816.18
NOB1	1072.31196895059	0.0335344014397481	0.947962812281534	0.999954839599667	not_sign	ENSG00000141101.14
EIF1AY	568.001202818198	-0.044341183336784	0.947972959341809	0.999954839599667	not_sign	ENSG00000198692.11
CDHR1	995.09479438607	0.0347609060096585	0.948131069757291	0.999954839599667	not_sign	ENSG00000148600.16
SNORA37	36.9222100248204	-0.163172660476989	0.948164449848207	NA	not_sign	ENSG00000207233.1
GDAP2	2108.53461750025	0.0254519118244951	0.948184040974538	0.999954839599667	not_sign	ENSG00000196505.12
TRNP1	74.7415804095646	0.113988992884911	0.948197189591391	NA	not_sign	ENSG00000253368.5
BMERB1	1532.16519476689	0.0288027539910053	0.948205748140442	0.999954839599667	not_sign	ENSG00000166780.12
ORC4	1647.58549154775	-0.0279349531432592	0.948214569024898	0.999954839599667	not_sign	ENSG00000115947.15
ENSG00000242795	47.1079018863524	0.186345082853037	0.948516613056437	NA	not_sign	ENSG00000242795.2
DNAH11	170.22156666152	0.0811425700969032	0.948539901245276	0.999954839599667	not_sign	ENSG00000105877.19
FAM88C	13.2813654955167	-0.296478728621359	0.948622424449903	NA	not_sign	ENSG00000204802.4
ZNF285DP	24.0032138978173	-0.249493201481143	0.948634140127626	NA	not_sign	ENSG00000283443.3
ENSG00000295811	26.0058426629831	0.177602607398032	0.948637339841218	NA	not_sign	ENSG00000295811.1
MBD4	1323.74985585154	0.0305706187215145	0.948648191378688	0.999954839599667	not_sign	ENSG00000129071.11
SEPTIN10	1940.61047203361	-0.0265640506513293	0.948680869021351	0.999954839599667	not_sign	ENSG00000186522.16
PRPF40A	7791.98856921699	-0.0168279697249808	0.948694547255535	0.999954839599667	not_sign	ENSG00000196504.22
ENSG00000273599	35.6095791884065	0.164089387729475	0.948799156915895	NA	not_sign	ENSG00000273599.1
HECTD3	1218.43186059297	0.033605009394728	0.948805343464848	0.999954839599667	not_sign	ENSG00000126107.16
UBE2N	749.545666842893	-0.0386803339807598	0.948818388826699	0.999954839599667	not_sign	ENSG00000177889.11
TTC32-DT	18.477876460097	0.292643371440247	0.948962631434773	NA	not_sign	ENSG00000271991.4
NPAT	1091.19294649798	0.0326220043509404	0.948977478211197	0.999954839599667	not_sign	ENSG00000149308.19
ARHGAP26	1253.4976427284	-0.0309773803286905	0.949046746529385	0.999954839599667	not_sign	ENSG00000145819.18
TAF6L	502.404335519488	0.0461344948170158	0.949052529038431	0.999954839599667	not_sign	ENSG00000162227.9
ARHGAP1	1085.22278107517	0.0330370895999757	0.949124668285307	0.999954839599667	not_sign	ENSG00000175220.13
ADGRB3-DT	718.891667576983	0.0403494424962479	0.949131191669976	0.999954839599667	not_sign	ENSG00000230910.7
SAMD14	358.045953650318	0.0536421202631138	0.949182321490455	0.999954839599667	not_sign	ENSG00000167100.16
CEP57	2352.36166504646	0.0239860585394521	0.949201486774587	0.999954839599667	not_sign	ENSG00000166037.12
PSIP1P1	91.1096025370786	0.101204996886059	0.949208207263477	0.999954839599667	not_sign	ENSG00000234297.2
MID2	124.930602436765	0.0907176078258579	0.949283968483684	0.999954839599667	not_sign	ENSG00000080561.15
RABGAP1	6141.09647535006	0.018243799987276	0.949359614657768	0.999954839599667	not_sign	ENSG00000011454.19
PRPSAP1	1880.92499533707	-0.0261825476658641	0.949365137267795	0.999954839599667	not_sign	ENSG00000161542.18
NFIB-AS1	237.606669645693	0.0667250183976016	0.949445498457247	0.999954839599667	not_sign	ENSG00000225472.3
USP16	2746.74497496709	-0.0224443796255578	0.949567047753968	0.999954839599667	not_sign	ENSG00000156256.16
PLEKHM2	2791.99208996568	-0.0222863522196984	0.949599610106992	0.999954839599667	not_sign	ENSG00000116786.16
RNA5-8SP2	22.8349896383337	-0.267244254977832	0.949638254883141	NA	not_sign	ENSG00000200434.1
NHSL2	93.3473955452884	-0.0995591911676936	0.949668781464259	0.999954839599667	not_sign	ENSG00000204131.11
NPL	810.879841369004	-0.0375296524878763	0.949711084516853	0.999954839599667	not_sign	ENSG00000135838.15
RNF213	11973.7627549468	0.0150643627140838	0.949904908484952	0.999954839599667	not_sign	ENSG00000173821.20
SMYD5	969.728253296658	-0.0352812361249688	0.949916935983423	0.999954839599667	not_sign	ENSG00000135632.13
RPL18	3534.15483181258	-0.0213146667084718	0.949951640445376	0.999954839599667	not_sign	ENSG00000063177.14
EMC3	545.96206497992	0.0433914771647325	0.950019643602099	0.999954839599667	not_sign	ENSG00000125037.14
RPL37	4951.29602691475	0.0185556711360691	0.950030731785347	0.999954839599667	not_sign	ENSG00000145592.15
ENSG00000293110	89.0918844076422	-0.103693640329957	0.950062286770559	0.999954839599667	not_sign	ENSG00000293110.2
SLC66A2	433.132297930607	-0.0482199278784364	0.950074262777425	0.999954839599667	not_sign	ENSG00000122490.20
ZNF468	218.564526059249	-0.0666281899601657	0.950079228710037	0.999954839599667	not_sign	ENSG00000204604.14
ENSG00000306812	105.272658763588	0.0938743135609364	0.950106939207574	0.999954839599667	not_sign	ENSG00000306812.1
PURPL	101.683099600943	0.0961313862858826	0.950128699901151	0.999954839599667	not_sign	ENSG00000250337.11
ENSG00000299720	57.9492014581583	0.124568512928596	0.950137095931482	NA	not_sign	ENSG00000299720.1
RPL4P4	43.7511086601121	0.137814373282058	0.950153322539653	NA	not_sign	ENSG00000229638.1
UQCR11	243.071483219924	0.0626326467016735	0.950312639669284	0.999954839599667	not_sign	ENSG00000127540.13
RPL7P49	82.7416447566556	-0.106011249196563	0.950313634875823	0.999954839599667	not_sign	ENSG00000242931.1
ENSG00000255176	362.933421418322	0.052480040254747	0.950320871747776	0.999954839599667	not_sign	ENSG00000255176.1
RTN4RL2	207.288807470035	-0.0714892353705479	0.950347542541706	0.999954839599667	not_sign	ENSG00000186907.8
CD47	2854.75131365776	0.0219485781864789	0.950418243546413	0.999954839599667	not_sign	ENSG00000196776.18
ENSG00000278816	30.4655576372144	0.171526935736153	0.950437400738989	NA	not_sign	ENSG00000278816.1
PHF21A	4692.72210347143	0.0187987675442181	0.950527186029661	0.999954839599667	not_sign	ENSG00000135365.18
CCDC171	3651.0033841363	0.0204676553510177	0.95055795377488	0.999954839599667	not_sign	ENSG00000164989.18
CBX2	1070.45028689406	-0.031996028390619	0.95064150840433	0.999954839599667	not_sign	ENSG00000173894.11
CABYR	83.815047014273	-0.105280952158398	0.950798476223987	0.999954839599667	not_sign	ENSG00000154040.22
PXN	981.745641442523	-0.0330948021501283	0.950803363734106	0.999954839599667	not_sign	ENSG00000089159.18
TBCK	893.233047414102	0.0343397322084599	0.950855609428361	0.999954839599667	not_sign	ENSG00000145348.18
EIF4BP3	38.7369081790065	0.141396978428005	0.950931062164743	NA	not_sign	ENSG00000224546.2
OSMR	700.548038172312	0.0385172260744867	0.950973656406792	0.999954839599667	not_sign	ENSG00000145623.14
TNFAIP3	744.610886113229	-0.0376268391068979	0.951013990282696	0.999954839599667	not_sign	ENSG00000118503.19
HINT3	806.934651441166	-0.0367326454258024	0.951022581913594	0.999954839599667	not_sign	ENSG00000111911.8
ENSG00000279879	23.3211095861489	0.189966353754652	0.951023829302417	NA	not_sign	ENSG00000279879.1
NFKBID	225.522214155923	-0.0652730828652081	0.951072222532587	0.999954839599667	not_sign	ENSG00000167604.16
LINC01117	90.6264611733115	0.0964616753098181	0.951157929235747	0.999954839599667	not_sign	ENSG00000224577.5
MCRIP1	774.769710493208	-0.037542360317163	0.951210480903338	0.999954839599667	not_sign	ENSG00000225663.9
PSMD7	3854.12204261528	-0.0194517593893534	0.951217936179398	0.999954839599667	not_sign	ENSG00000103035.12
VAPA	2971.33262689891	0.0213544185720022	0.951228470484392	0.999954839599667	not_sign	ENSG00000101558.15
SPTLC2	1054.22946635856	-0.0318617840431652	0.951290797912011	0.999954839599667	not_sign	ENSG00000100596.9
CAPZB	4532.04040259842	0.0186050164161898	0.951393019857441	0.999954839599667	not_sign	ENSG00000077549.20
ESPN	124.086370248111	-0.0877014418368522	0.951462970160268	0.999954839599667	not_sign	ENSG00000187017.18
ANKH	490.145119072006	-0.0442908568964269	0.951474112955549	0.999954839599667	not_sign	ENSG00000154122.15
PRNCR1	48.7900134173936	0.129533969758398	0.951493853306025	NA	not_sign	ENSG00000282961.1
ENSG00000261051	27.9097696894538	0.204588510438664	0.951499533816036	NA	not_sign	ENSG00000261051.1
TBL1X	2873.54782929606	-0.0212041405470568	0.951569515449549	0.999954839599667	not_sign	ENSG00000101849.19
IPP	356.531236816986	-0.0520919517498075	0.951610631691724	0.999954839599667	not_sign	ENSG00000197429.12
ENSG00000289469	127.644018337273	-0.0842236531539422	0.951695942118589	0.999954839599667	not_sign	ENSG00000289469.3
PKD1L2	67.0182627355093	-0.109751035806886	0.951703291516454	NA	not_sign	ENSG00000166473.20
TRMT2B	310.902477746053	0.0556104452026847	0.951786620525841	0.999954839599667	not_sign	ENSG00000188917.16
RHBDL3	691.694941273778	0.0389491795576937	0.951865188048094	0.999954839599667	not_sign	ENSG00000141314.14
EPB41L5	1147.80420420919	-0.0301404303995909	0.951869829532405	0.999954839599667	not_sign	ENSG00000115109.15
ENSG00000260658	25.7994486049172	-0.178582437478579	0.951873174295931	NA	not_sign	ENSG00000260658.8
EFNB1	397.367557698722	0.0486279079420149	0.951878519132655	0.999954839599667	not_sign	ENSG00000090776.7
INTS2	1725.00038820259	0.0265925882851892	0.951887655041234	0.999954839599667	not_sign	ENSG00000108506.15
ZC3H6	2849.11010023758	0.0211098984102068	0.951935320760139	0.999954839599667	not_sign	ENSG00000188177.16
USP2-AS1	85.4170707660358	0.0979983355894544	0.951949805044347	0.999954839599667	not_sign	ENSG00000245248.11
PHLDA1-AS1	17.5960689302998	-0.275235948397229	0.951996197196654	NA	not_sign	ENSG00000257453.1
PLOD2	2907.80176347928	0.0210270392940707	0.952051530586953	0.999954839599667	not_sign	ENSG00000152952.15
ENSG00000280107	25.5015745305129	0.243871098216688	0.95209046896361	NA	not_sign	ENSG00000280107.1
ENSG00000302499	38.9559975083541	0.149866781860024	0.952094547413659	NA	not_sign	ENSG00000302499.1
VWA7	36.5547835696194	-0.150686182519159	0.952166774552617	NA	not_sign	ENSG00000204396.11
ANAPC1P2	228.805582664399	-0.063334523004918	0.95220859913516	0.999954839599667	not_sign	ENSG00000285793.2
SENP6	4389.30473137218	-0.0186637995927247	0.952227015763394	0.999954839599667	not_sign	ENSG00000112701.19
SNED1-AS1	205.838866830807	0.0665899616976234	0.952251059541118	0.999954839599667	not_sign	ENSG00000225521.2
ARSK	241.506399058252	0.0603571110338999	0.952267661884069	0.999954839599667	not_sign	ENSG00000164291.18
CCDC91	1555.72066238106	-0.0265378754838025	0.952338763592654	0.999954839599667	not_sign	ENSG00000123106.12
ENSG00000304861	25.8485206403653	0.175957530062437	0.952344121121377	NA	not_sign	ENSG00000304861.1
MCU	848.749694800184	-0.0340508431039131	0.952352899227016	0.999954839599667	not_sign	ENSG00000156026.16
MICU3	417.215090428273	0.0467049847709231	0.952438301777596	0.999954839599667	not_sign	ENSG00000155970.14
VPS33B	32.3121181701781	-0.159487708828001	0.952488127329355	NA	not_sign	ENSG00000184056.16
MFN2	3452.72656689583	0.0215411507965093	0.952493533535939	0.999954839599667	not_sign	ENSG00000116688.19
CLCN3P1	17.0862262246459	-0.268030861896438	0.952525990883601	NA	not_sign	ENSG00000232000.5
METRNL	219.226526373996	0.0626566020336111	0.952654738395079	0.999954839599667	not_sign	ENSG00000176845.13
STUB1-DT	17.6993342361313	-0.210957549747243	0.952658948392845	NA	not_sign	ENSG00000260394.3
SETDB1	2386.04225732358	0.0221552569245011	0.952661646386726	0.999954839599667	not_sign	ENSG00000143379.14
VTRNA1-3	621.207556536314	-0.0392971644396625	0.952695683195499	0.999954839599667	not_sign	ENSG00000202515.1
H1-10	2594.94331716948	0.0224047797533089	0.952721446479288	0.999954839599667	not_sign	ENSG00000184897.7
MEAF6	1486.85714696958	-0.0265861367305772	0.952728097032552	0.999954839599667	not_sign	ENSG00000163875.17
ENSG00000302384	265.52748455803	0.059208157560443	0.952813624891627	0.999954839599667	not_sign	ENSG00000302384.1
ENSG00000300583	34.309893153345	-0.154511164528321	0.952835710179343	NA	not_sign	ENSG00000300583.1
CHP1	655.85355218496	-0.0378585026076858	0.952869068954221	0.999954839599667	not_sign	ENSG00000187446.13
ENSG00000290023	74.1273412245641	0.106856218371529	0.952874597700306	NA	not_sign	ENSG00000290023.2
CARINH	589.720157817637	0.0398166701083488	0.95288303743829	0.999954839599667	not_sign	ENSG00000197536.12
ZNHIT1	1076.37072946845	0.0303308150748627	0.95290885343632	0.999954839599667	not_sign	ENSG00000106400.13
RILP	72.3032750577523	-0.106332987233789	0.953046621242839	NA	not_sign	ENSG00000167705.13
NTMT1	733.274635314195	0.0372000130584461	0.953082451386085	0.999954839599667	not_sign	ENSG00000148335.16
REM2	79.781891803014	-0.10097479742986	0.953097218877042	NA	not_sign	ENSG00000139890.11
SELENOH	90.9762340671186	0.0924478119040072	0.953191367574698	0.999954839599667	not_sign	ENSG00000211450.11
LCA5	814.94901682716	0.034517159698703	0.953192336751603	0.999954839599667	not_sign	ENSG00000135338.15
COX4I1	4336.45107987149	-0.0179402336144193	0.953246592143441	0.999954839599667	not_sign	ENSG00000131143.11
FAM229B	262.943090565637	-0.0567038828305906	0.953272924232022	0.999954839599667	not_sign	ENSG00000203778.9
PHF2	2544.39169374305	-0.0216405969986305	0.953289217862333	0.999954839599667	not_sign	ENSG00000197724.13
COP1	1214.88318597189	-0.0286883626406661	0.953318871074927	0.999954839599667	not_sign	ENSG00000143207.22
TMPO-AS1	98.2527879528837	0.0925620136634248	0.953331859849077	0.999954839599667	not_sign	ENSG00000257167.4
PIKFYVE	5000.69220166126	0.0171808591432982	0.953341025769348	0.999954839599667	not_sign	ENSG00000115020.18
COX20	1122.55533310792	-0.0297309073151211	0.953366168791397	0.999954839599667	not_sign	ENSG00000203667.11
LPIN2	2579.24550540554	-0.0217167536127764	0.95343109598241	0.999954839599667	not_sign	ENSG00000101577.12
TOMM40L	448.316741848309	-0.0450205605751294	0.953466607301453	0.999954839599667	not_sign	ENSG00000158882.16
INTS6-AS1	256.302866403137	-0.0574486536173499	0.953515966996147	0.999954839599667	not_sign	ENSG00000236778.10
NELL2	607.695366128332	-0.039399509345017	0.953518744549242	0.999954839599667	not_sign	ENSG00000184613.12
MAGI3	2370.76243040496	0.0224701573882105	0.95353956676202	0.999954839599667	not_sign	ENSG00000081026.20
IL27RA	232.810767414981	-0.0611270233946879	0.953548929884913	0.999954839599667	not_sign	ENSG00000104998.5
HIPK1-AS1	164.677053299171	-0.0720450670754573	0.953649923854582	0.999954839599667	not_sign	ENSG00000235527.8
PXDNL	90.8067982168732	-0.0954758114822823	0.953703210833679	0.999954839599667	not_sign	ENSG00000147485.14
OSBPL10	236.312165411073	-0.0594311006839377	0.953751507661453	0.999954839599667	not_sign	ENSG00000144645.17
CPSF7	3149.8907102137	-0.019798231027246	0.953758882044194	0.999954839599667	not_sign	ENSG00000149532.17
PLCH1	85.61211887599	-0.0981009843710446	0.953793877117698	0.999954839599667	not_sign	ENSG00000114805.19
ENSG00000297774	150.94866111443	-0.0747756272198556	0.953985061906031	0.999954839599667	not_sign	ENSG00000297774.1
SNORD53	27.3961221719684	0.166037798294544	0.954106260791133	NA	not_sign	ENSG00000265145.1
RN7SKP185	36.0830080217401	0.137671273899115	0.954124815610158	NA	not_sign	ENSG00000199683.1
FAAP100	819.04997793126	-0.0333015968535983	0.954148870373083	0.999954839599667	not_sign	ENSG00000185504.18
C19orf47	853.015544692528	0.0331859164448011	0.954190009908855	0.999954839599667	not_sign	ENSG00000160392.15
RPS23P8	36.9499548775101	-0.135408672234383	0.954244928487319	NA	not_sign	ENSG00000230629.2
SLC2A3P2	93.6929984665326	0.0900239054042921	0.954269855717587	0.999954839599667	not_sign	ENSG00000185031.6
ODR4	2650.88574631154	-0.0205456009747494	0.954396789452503	0.999954839599667	not_sign	ENSG00000157181.17
ENSG00000307823	51.896199451262	-0.124076823519524	0.954476426721185	NA	not_sign	ENSG00000307823.1
ZNF667	1326.93697976417	0.0270276563113527	0.954499235204253	0.999954839599667	not_sign	ENSG00000198046.14
ENSG00000291063	17.9424432513824	0.260684744514232	0.954531974590202	NA	not_sign	ENSG00000291063.2
TET1	2312.23652332595	0.0217294665866296	0.954540014732626	0.999954839599667	not_sign	ENSG00000138336.10
FBXO25	797.417234384932	0.0339472084669393	0.954551448075385	0.999954839599667	not_sign	ENSG00000147364.18
WDR19	716.241276513698	-0.0349189089766316	0.954613449225647	0.999954839599667	not_sign	ENSG00000157796.19
RTL10	937.838057732776	-0.0328333036838287	0.954646889910227	0.999954839599667	not_sign	ENSG00000215012.9
LPP-AS2	153.011930283321	-0.0721891353465234	0.954664415159592	0.999954839599667	not_sign	ENSG00000270959.3
CUL1	2051.81829442623	-0.022967742328909	0.954683134048098	0.999954839599667	not_sign	ENSG00000055130.19
CEP112	1542.84585376741	-0.0266865517482645	0.954720637453442	0.999954839599667	not_sign	ENSG00000154240.19
LINC01572	485.769422072019	-0.0416806860738071	0.954738962504319	0.999954839599667	not_sign	ENSG00000261008.10
C1orf226	696.596041920499	-0.0352959487767195	0.954814163110816	0.999954839599667	not_sign	ENSG00000239887.6
RFC4	740.270743340883	0.0344693208784565	0.954902297037515	0.999954839599667	not_sign	ENSG00000163918.13
ZNF24	5447.53681584491	0.0161946876978396	0.954916218894898	0.999954839599667	not_sign	ENSG00000172466.17
ENSG00000254537	251.35130538795	-0.0565507709384197	0.954941957921735	0.999954839599667	not_sign	ENSG00000254537.1
INPP5A	127.722566211862	-0.0799544023450802	0.954943206102037	0.999954839599667	not_sign	ENSG00000068383.20
GRPEL2	497.748654501798	0.0412268063787822	0.954950730143477	0.999954839599667	not_sign	ENSG00000164284.16
KCNQ3	78.7438230506945	-0.0947637275961342	0.955007688198581	NA	not_sign	ENSG00000184156.18
PPARGC1A	856.932188111404	0.0346472684273148	0.955014529363729	0.999954839599667	not_sign	ENSG00000109819.11
HOXA11	133.453529663637	0.100476008369757	0.955094951496387	0.999954839599667	not_sign	ENSG00000005073.6
ZNF30	679.062163036044	-0.0369665604885323	0.955228456464936	0.999954839599667	not_sign	ENSG00000168661.16
CRYBB2P1	768.959597315658	0.033505521290095	0.955279828619425	0.999954839599667	not_sign	ENSG00000291087.2
DVL3	4287.85962697747	-0.0172153229057985	0.955287209804918	0.999954839599667	not_sign	ENSG00000161202.21
WASH7P	146.495205807201	-0.0710762482784206	0.955316675655975	0.999954839599667	not_sign	ENSG00000310526.1
FGFR1OP2	5267.30589962649	-0.0162023664941595	0.955321157000098	0.999954839599667	not_sign	ENSG00000111790.15
CYRIB	933.984219516832	-0.030656934051404	0.955346340241587	0.999954839599667	not_sign	ENSG00000153310.23
INSM1	474.195884822553	0.042456643243726	0.955446988501107	0.999954839599667	not_sign	ENSG00000173404.5
ENSG00000288873	168.215073346517	0.0683861165644806	0.955489981846701	0.999954839599667	not_sign	ENSG00000288873.3
HKDC1	79.4280812054543	-0.0985365056439936	0.955500741094285	NA	not_sign	ENSG00000156510.14
AMIGO1	359.506958627908	-0.049668183175248	0.955553622991274	0.999954839599667	not_sign	ENSG00000181754.8
NPHP4	794.155045354472	-0.0326981408359725	0.955593168634937	0.999954839599667	not_sign	ENSG00000131697.19
DCAF4L1	75.2740890100235	-0.0996877911802244	0.955659754669401	NA	not_sign	ENSG00000182308.7
NT5M	155.009195883391	-0.0690421396345026	0.955661047298369	0.999954839599667	not_sign	ENSG00000205309.15
ENSG00000279766	76.4910904996925	0.0987685319706923	0.955755346722879	NA	not_sign	ENSG00000279766.1
PDCD4	3354.51352596399	0.0183775394946885	0.955789756520971	0.999954839599667	not_sign	ENSG00000150593.19
ZNF575	60.137145515117	-0.110534715536867	0.955823086620767	NA	not_sign	ENSG00000176472.12
EPS8L2	480.066702110298	-0.0418520478933975	0.955840800995919	0.999954839599667	not_sign	ENSG00000177106.18
RPL5	15363.3499090855	0.012733993659857	0.955862434301085	0.999954839599667	not_sign	ENSG00000122406.15
COLGALT1	2141.47945009952	0.0215817737428648	0.955876144992292	0.999954839599667	not_sign	ENSG00000130309.13
GNL3L	3109.85986979069	0.0187918419841485	0.955883205978029	0.999954839599667	not_sign	ENSG00000130119.18
ENSG00000294531	351.143311043838	-0.0479803521292164	0.955883534331461	0.999954839599667	not_sign	ENSG00000294531.1
SNAPIN	159.067536322551	0.069334425694054	0.955946386115347	0.999954839599667	not_sign	ENSG00000143553.12
ABHD10	1184.34886722043	-0.0272890941715045	0.955954910630407	0.999954839599667	not_sign	ENSG00000144827.10
RPS3AP29	59.91831834202	-0.10407421856815	0.956273217876126	NA	not_sign	ENSG00000237818.1
ZNF317	2195.4760902167	0.0211151316334498	0.956292104275635	0.999954839599667	not_sign	ENSG00000130803.16
RNF11	1248.59910377841	0.0265344584633188	0.956335430576913	0.999954839599667	not_sign	ENSG00000123091.6
PRRC2B	22060.9649979082	-0.011969847546581	0.956338359879205	0.999954839599667	not_sign	ENSG00000288701.1
SMAD7	176.258196843347	-0.0673713086007421	0.95638359266986	0.999954839599667	not_sign	ENSG00000101665.11
HNRNPLP2	67.6505426631346	-0.110133184824933	0.956510733818233	NA	not_sign	ENSG00000259917.1
DGKA	1079.33268983702	0.0281928247540957	0.956516479480071	0.999954839599667	not_sign	ENSG00000065357.21
LIPT1	216.446471234205	0.0578479887661015	0.956552458442642	0.999954839599667	not_sign	ENSG00000144182.18
STAG1	2032.60747949447	0.0215911422278655	0.956569140371048	0.999954839599667	not_sign	ENSG00000118007.14
MRPS26	1357.29674452315	-0.0256374429041315	0.956569264230597	0.999954839599667	not_sign	ENSG00000125901.7
JPT2	1061.69202304489	0.0289393991313807	0.956571882568441	0.999954839599667	not_sign	ENSG00000206053.14
LCMT1	558.921285430178	-0.0380390460492141	0.956615557576277	0.999954839599667	not_sign	ENSG00000205629.13
LINC02709	53.0562499038652	0.140621544927438	0.95664364465989	NA	not_sign	ENSG00000245522.2
MDFIC	182.44918084831	0.062843828196382	0.956705635250054	0.999954839599667	not_sign	ENSG00000135272.14
FAM13B	1734.0273784888	0.0229871814939994	0.956706642620517	0.999954839599667	not_sign	ENSG00000031003.12
SLC22A5	606.19278301503	-0.0361730281110796	0.956722691055652	0.999954839599667	not_sign	ENSG00000197375.15
KBTBD4	205.283770714672	-0.0590056545921777	0.956728679974979	0.999954839599667	not_sign	ENSG00000123444.15
TXNDC17	137.377293916396	-0.0706707908530678	0.956732644428141	0.999954839599667	not_sign	ENSG00000129235.12
RNF7	462.387231046753	-0.0404217389842699	0.956766864643976	0.999954839599667	not_sign	ENSG00000114125.14
KATNAL1	1922.34308936	-0.0220742357149079	0.956802993873756	0.999954839599667	not_sign	ENSG00000102781.15
MIR6739	39.7551774831461	0.131551287078036	0.95680495166455	NA	not_sign	ENSG00000277681.1
HDAC1	2166.23961454228	-0.021075884452378	0.95684392598639	0.999954839599667	not_sign	ENSG00000116478.14
HNRNPCP2	55.5700269632406	-0.106731156193693	0.95686080959056	NA	not_sign	ENSG00000204253.4
RPS4Y1	721.197149861991	0.0330973693927888	0.956875689386962	0.999954839599667	not_sign	ENSG00000129824.16
PPM1B	635.112896234999	0.0349558215414783	0.956881543782263	0.999954839599667	not_sign	ENSG00000138032.22
ENSG00000280367	32.745806247986	-0.143429955893723	0.956905583639745	NA	not_sign	ENSG00000280367.1
NAA80	147.901670448192	0.0681227926077443	0.956963815916883	0.999954839599667	not_sign	ENSG00000243477.7
CD200	590.817063252188	-0.0360183703361055	0.956983592540362	0.999954839599667	not_sign	ENSG00000091972.20
SNX32	280.196761262902	-0.0506599438008161	0.957004453733471	0.999954839599667	not_sign	ENSG00000172803.19
ENSG00000288586	55.3506615488398	-0.106026411831094	0.957011890455236	NA	not_sign	ENSG00000288586.2
TXNDC16	903.647166264024	-0.0300207763001109	0.957049662691924	0.999954839599667	not_sign	ENSG00000087301.11
ENSG00000279917	122.774453596983	-0.0764307932023408	0.957159878071798	0.999954839599667	not_sign	ENSG00000279917.1
PURA	2385.65498605679	0.0200600877521015	0.957189533900828	0.999954839599667	not_sign	ENSG00000185129.8
KCNE1	35.1835446031472	-0.140044020290504	0.957233475844339	NA	not_sign	ENSG00000180509.14
PTPN2	1065.08844127599	-0.02904448056861	0.957290791458819	0.999954839599667	not_sign	ENSG00000175354.21
ENSG00000261829	79.4390284034932	0.0950403862364142	0.957291385453529	NA	not_sign	ENSG00000261829.1
MYCBP2	7173.37019007496	-0.014451698517504	0.957311203056178	0.999954839599667	not_sign	ENSG00000005810.21
ENSG00000262700	36.5830373870753	0.134268804527374	0.957332643367762	NA	not_sign	ENSG00000262700.1
TMC4	18.7220579897185	0.183523849128805	0.957341672587629	NA	not_sign	ENSG00000167608.13
NBPF11	1216.23136954548	-0.0274705811944441	0.957374060804777	0.999954839599667	not_sign	ENSG00000263956.9
AGAP3	3387.25638771945	-0.0178116535077123	0.957376188203722	0.999954839599667	not_sign	ENSG00000133612.21
LMCD1	195.788746489272	0.0602200362580702	0.957386118486482	0.999954839599667	not_sign	ENSG00000071282.13
DGKI	1241.29922299646	-0.0258516418145602	0.957409553398115	0.999954839599667	not_sign	ENSG00000157680.17
ENSG00000304171	33.0991583530383	-0.133729838825151	0.957494100184647	NA	not_sign	ENSG00000304171.1
ENSG00000305069	102.669237676883	0.0799526319418298	0.957558219602424	0.999954839599667	not_sign	ENSG00000305069.1
ENSG00000301256	35.1491998840115	0.17426826598382	0.95758544434184	NA	not_sign	ENSG00000301256.1
TBC1D24	804.027071299939	0.0310636648712447	0.95759789115327	0.999954839599667	not_sign	ENSG00000162065.16
ENSG00000294506	22.4333762944402	-0.167250752263075	0.957705966779613	NA	not_sign	ENSG00000294506.1
RNF180	1931.54456482238	-0.0214794390593531	0.957750008811478	0.999954839599667	not_sign	ENSG00000164197.13
