#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
RAB1B	1088.76766771974	1.04529042076493	0.0460343518999473	0.87051290906486	not_sign	ENSG00000174903.17
BRI3BP	187.173838058509	3.27646016090612	0.0461216772408161	0.87051290906486	not_sign	ENSG00000184992.13
SPATA32	71.4543885267859	-3.64775063396665	0.0461325363756476	NA	not_sign	ENSG00000184361.13
SARS1	10105.1061482002	-0.561230424590436	0.0461420833571957	0.87051290906486	not_sign	ENSG00000031698.14
GAS7	2330.9627415687	0.868030911692147	0.0461870000808193	0.87051290906486	not_sign	ENSG00000007237.20
RNF14	2043.54875061747	-0.82512089490719	0.0462427670448207	0.87051290906486	not_sign	ENSG00000013561.19
ENSG00000254536	39.5297013878302	5.33951516831266	0.0462945605961313	NA	not_sign	ENSG00000254536.2
ENSG00000294008	63.4862567860127	4.5892418845558	0.0463220530582195	NA	not_sign	ENSG00000294008.1
ENSG00000278834	79.0141608081334	4.15477545483289	0.0463472485922327	NA	not_sign	ENSG00000278834.3
RNU4-2	3636.11989476881	-0.674227882269375	0.0463529866019574	0.871348789093184	not_sign	ENSG00000202538.2
ENSG00000272405	78.4743578352406	4.20147743107669	0.0463880306940367	NA	not_sign	ENSG00000272405.1
STIL	567.549269437439	1.53248333262817	0.0464021692489243	0.871348789093184	not_sign	ENSG00000123473.18
ZSCAN18	2928.23013811525	-0.699416417608787	0.0465058690036915	0.872215270893492	not_sign	ENSG00000121413.14
FAS	709.444188756737	1.76037347808076	0.0466128763484872	0.873141567595767	not_sign	ENSG00000026103.25
ENSG00000261924	21.1689799806851	8.20340513724781	0.046636528929606	NA	not_sign	ENSG00000261924.2
HIF1AN	3893.38189555268	-0.697606013143054	0.0466908090909707	0.873252893251424	not_sign	ENSG00000166135.15
NDUFA8	288.123827846054	2.2231794848215	0.0467340699766995	0.873252893251424	not_sign	ENSG00000119421.8
TANAR	120.846900034103	-3.48258711365894	0.0468081435221541	0.873559860757048	not_sign	ENSG00000223991.1
SHISA8	29.175777109777	6.46057825805267	0.0468162697402452	NA	not_sign	ENSG00000234965.3
ETV6	1144.92707666065	1.16510212333625	0.0468815371310569	0.873853399365357	not_sign	ENSG00000139083.12
PRKXP1	39.3163840554312	-4.88650533849998	0.047217035733884	NA	not_sign	ENSG00000259205.2
CIP2A	992.994353884653	1.14170882277506	0.0472453357809196	0.878201712192259	not_sign	ENSG00000163507.16
ENSG00000230107	27.7968725654183	6.80236467221089	0.047268068821912	NA	not_sign	ENSG00000230107.2
RNA5-8SN2	135.872163731578	-3.07756246381139	0.0473349050818957	0.878201712192259	not_sign	ENSG00000278233.1
RNU2-14P	312.933310180117	-1.96179936420258	0.0473680196715003	0.878201712192259	not_sign	ENSG00000222985.1
MSN	9055.389086312	-0.764093976417612	0.0474163942506494	0.878201712192259	not_sign	ENSG00000147065.19
C9orf72	823.555427059918	1.84679559773808	0.0474422449330213	0.878201712192259	not_sign	ENSG00000147894.18
ENSG00000286721	90.76898752504	3.93080953919688	0.047462531495675	0.878201712192259	not_sign	ENSG00000286721.2
IFTAP	569.509313250948	1.58685195300533	0.0475579992550026	0.878895025256475	not_sign	ENSG00000166352.19
ENSG00000285971	55.1074321905361	4.63306425214079	0.047762582411495	NA	not_sign	ENSG00000285971.2
ENSG00000271971	120.78176001787	3.68787302963859	0.0478028762643933	0.880988375324828	not_sign	ENSG00000271971.1
CDKN3	269.224914541437	2.09892310434147	0.0479837825159125	0.880988375324828	not_sign	ENSG00000100526.22
FRMD6	1243.62921325355	0.982342627171391	0.0479868930451698	0.880988375324828	not_sign	ENSG00000139926.17
PPP1R16A	900.917920653521	-1.12751386221482	0.047991270397096	0.880988375324828	not_sign	ENSG00000160972.11
DHRS4L2	120.83774930624	3.56947187804879	0.0480971246619893	0.880988375324828	not_sign	ENSG00000187630.19
HUS1B	83.9820847367392	4.00193626461382	0.0481010730491784	0.880988375324828	not_sign	ENSG00000188996.5
SAMD11	98.8038602199998	3.63854935363487	0.0482217563816133	0.880988375324828	not_sign	ENSG00000187634.14
ENSG00000271781	26.7717823720037	6.95142044949329	0.0482295947554065	NA	not_sign	ENSG00000271781.1
PLEKHO2	940.191720239277	-1.13402103206518	0.048244465177567	0.880988375324828	not_sign	ENSG00000241839.11
ZNF691-DT	83.0437269293759	4.07197462476179	0.0482467097815878	0.880988375324828	not_sign	ENSG00000228192.11
PCBD1	91.3943311762392	4.00967498624304	0.0482876363697543	0.880988375324828	not_sign	ENSG00000166228.10
SLC1A3	10452.1881802593	0.537043724787516	0.0483107654675288	0.880988375324828	not_sign	ENSG00000079215.16
ENSG00000250195	40.5999183288291	5.5702897836293	0.0483563650550762	NA	not_sign	ENSG00000250195.2
CLDN12	852.882006558467	1.43321032891113	0.0484305845788691	0.881069473162056	not_sign	ENSG00000157224.17
FBXO5	949.085824037714	1.19495998330956	0.0484314947303677	0.881069473162056	not_sign	ENSG00000112029.10
RACGAP1	1187.44614603683	0.98285273857267	0.0485337900755739	0.881871768351616	not_sign	ENSG00000161800.14
ENSG00000273618	62.4055776721449	4.76183565605921	0.0487558600932098	NA	not_sign	ENSG00000273618.1
ENSG00000285572	131.512933259948	-2.8790610492331	0.0487634694263622	0.882934160386834	not_sign	ENSG00000285572.3
ZNF286A	252.39628435555	1.95206225047792	0.0487885708062855	0.882934160386834	not_sign	ENSG00000187607.17
ENSG00000270638	63.8331133547699	4.50116900883114	0.048888868591862	NA	not_sign	ENSG00000270638.1
PIGQ	231.029590550928	2.47747612880234	0.0489754875138381	0.882934160386834	not_sign	ENSG00000007541.18
NT5C1A	261.659354705293	2.71542726977339	0.0490437375911447	0.882934160386834	not_sign	ENSG00000116981.5
LINC02687	42.8426405818902	5.13698672006404	0.0491473112223615	NA	not_sign	ENSG00000255267.5
ADCK2	173.14316246642	3.24768100658458	0.0491527091558463	0.882934160386834	not_sign	ENSG00000133597.12
ENSG00000305947	38.7429410028477	-5.70045354055528	0.0491770211599141	NA	not_sign	ENSG00000305947.1
NAV1	8816.04638884326	0.530376259625003	0.0491778832874037	0.882934160386834	not_sign	ENSG00000134369.18
ARAP2	1439.63325978042	0.973843321342974	0.0491955145474516	0.882934160386834	not_sign	ENSG00000047365.14
PHF19	2376.29444482041	0.815343931768337	0.0492574885102335	0.882934160386834	not_sign	ENSG00000119403.16
ENSG00000251468	109.088499271675	3.54750126501523	0.0493126836034021	0.882934160386834	not_sign	ENSG00000251468.2
ZNF295-AS1	86.7641218301542	3.91398323040133	0.0493399834304147	0.882934160386834	not_sign	ENSG00000237232.10
ITPR2	8342.61152366393	0.513857041779245	0.0494566789213093	0.882934160386834	not_sign	ENSG00000123104.12
ENSG00000255347	60.2180254517358	-4.47106605791128	0.0494928767066463	NA	not_sign	ENSG00000255347.1
ASF1B	141.277537587586	3.28803235740869	0.0496831886832289	0.882934160386834	not_sign	ENSG00000105011.10
ENSG00000277767	104.577222704247	3.76525349054338	0.0497022576026777	0.882934160386834	not_sign	ENSG00000277767.2
KDM4D	41.1885749797581	5.18518952865006	0.0497066962248412	NA	not_sign	ENSG00000186280.7
RPL36AL	5341.76591931837	-0.694237621054681	0.0497620973403847	0.882934160386834	not_sign	ENSG00000165502.8
PLEKHA8P1	45.3527474483862	4.98135215158068	0.0497664744688819	NA	not_sign	ENSG00000293316.2
UBE2I	5596.00878890353	-0.578751837633832	0.049797164474019	0.882934160386834	not_sign	ENSG00000103275.23
DLGAP5	814.642303943133	6.36852691522632	0.0498072066348891	0.882934160386834	not_sign	ENSG00000126787.14
ZNF107	1930.0574538489	0.796425641860862	0.0498266271159068	0.882934160386834	not_sign	ENSG00000196247.14
ENSG00000300022	75.5676159235617	4.26147530719336	0.0498351281969735	NA	not_sign	ENSG00000300022.1
SLITRK4	365.153537204378	-2.26059450354124	0.0499421209369551	0.882934160386834	not_sign	ENSG00000179542.17
TCF25	9069.20493797611	-0.633935182172337	0.0499920959978303	0.882934160386834	not_sign	ENSG00000141002.21
OGFR	1549.23089858683	-0.871658886674369	0.0500063283436009	0.882934160386834	not_sign	ENSG00000060491.18
MATN1-AS1	284.564650847234	-1.8722538601234	0.0501883633436985	0.882934160386834	not_sign	ENSG00000186056.12
PLIN4	88.6647309711966	-3.17480416210055	0.0502804744114861	0.882934160386834	not_sign	ENSG00000167676.6
MAGIX	95.5843713027622	-3.0365613470705	0.0502971435035976	0.882934160386834	not_sign	ENSG00000269313.7
XAF1	198.364635538088	2.96990248916823	0.0503606420064385	0.882934160386834	not_sign	ENSG00000132530.18
NCAPD3	2847.77959005553	0.879064330757264	0.0503624052733101	0.882934160386834	not_sign	ENSG00000151503.15
MT-RNR2	332871.739892464	0.450102534256329	0.0503848394777838	0.882934160386834	not_sign	ENSG00000210082.2
DNM2	6019.93406316738	-0.636990698857729	0.0504148426853341	0.882934160386834	not_sign	ENSG00000079805.20
ZFP36L1	7419.13515429142	0.56048692593337	0.0504175203596842	0.882934160386834	not_sign	ENSG00000185650.11
SHOX2	5053.12655837374	-0.769009404512274	0.050492338940696	0.882934160386834	not_sign	ENSG00000168779.21
CEP55	807.191857896206	1.3697518862852	0.0504929545862692	0.882934160386834	not_sign	ENSG00000138180.17
PARP3	184.578029263229	3.13588875767902	0.0505734143089618	0.882934160386834	not_sign	ENSG00000041880.16
KDM5C	7276.62297654349	-0.588196537768114	0.0505891381310085	0.882934160386834	not_sign	ENSG00000126012.15
RASEF	340.051224852274	2.47943773388976	0.0506461725497081	0.882934160386834	not_sign	ENSG00000165105.11
WDR74	1540.67869476823	-0.966301076578389	0.0507592122383286	0.882934160386834	not_sign	ENSG00000133316.17
ALPK3	309.416240685903	2.45605067060159	0.0507844144601619	0.882934160386834	not_sign	ENSG00000136383.8
ENSG00000227757	101.23594309737	3.7482887950271	0.0508247985290358	0.882934160386834	not_sign	ENSG00000227757.4
TRMT11	1390.85035131702	-0.90292661788076	0.0508703119723254	0.882934160386834	not_sign	ENSG00000066651.21
PSMD2	5614.03045844083	-0.649606335620756	0.0508755180466814	0.882934160386834	not_sign	ENSG00000175166.18
TP53TG1	111.331555223315	3.60418700381447	0.0508985851706119	0.882934160386834	not_sign	ENSG00000182165.21
PRXL2C	55.6761611475746	4.89579045711619	0.0509120423792121	NA	not_sign	ENSG00000158122.13
ENSG00000289311	83.6746791345707	4.29003377211976	0.0509228227648207	0.882934160386834	not_sign	ENSG00000289311.3
ZFP36	1263.2849123763	1.18230079519604	0.0511150623056099	0.884268750439573	not_sign	ENSG00000128016.9
ENSG00000309852	84.774722268203	4.07800926971312	0.0511164989695834	0.884268750439573	not_sign	ENSG00000309852.1
SPEF1	79.5128351631201	4.05786072169036	0.0511679480443296	NA	not_sign	ENSG00000101222.13
DPY30	382.392547339914	1.63636781654379	0.0512327126782202	0.884386996053675	not_sign	ENSG00000162961.15
FAU	7503.73231496532	-0.673729375259288	0.0512443411422299	0.884386996053675	not_sign	ENSG00000149806.12
TIRAP	116.523955085429	3.62367552115521	0.0513375976662333	0.884386996053675	not_sign	ENSG00000150455.16
PPIG	18039.2175797313	-0.55113353441515	0.0513567742198254	0.884386996053675	not_sign	ENSG00000138398.18
CYSTM1	71.4523917778862	4.27487545546809	0.0514618343998105	NA	not_sign	ENSG00000120306.12
ZC3H15	6794.22016043774	-0.566324553136067	0.0514835305320686	0.885563475236058	not_sign	ENSG00000065548.20
SPACA9	33.4531983647409	5.62463155959342	0.0515933894980136	NA	not_sign	ENSG00000165698.17
DNASE1L1	198.574985818978	2.90224243918677	0.0516063717838021	0.886433409525123	not_sign	ENSG00000013563.15
CCT6B	112.656559886499	3.5881477360926	0.0516510954606496	0.886433409525123	not_sign	ENSG00000132141.15
ENSG00000297896	44.3848704759575	5.05266259603895	0.0518663559822339	NA	not_sign	ENSG00000297896.1
CLCN6	4125.40776120976	-0.637709052031048	0.0518898131791238	0.8874529021745	not_sign	ENSG00000011021.24
ENSG00000278917	86.0601520221278	3.92113150381176	0.0519528761546936	0.8874529021745	not_sign	ENSG00000278917.1
SGO1	1021.23264355384	1.11070641040545	0.0520195017711655	0.8874529021745	not_sign	ENSG00000129810.16
KCNH3	53.3215847563762	4.23252188761162	0.0520811458874385	NA	not_sign	ENSG00000135519.9
ENSG00000290397	206.934482800259	-2.31311234672416	0.0520957186005244	0.8874529021745	not_sign	ENSG00000290397.2
FGFRL1	834.336758592161	1.28705354718471	0.052153321596127	0.8874529021745	not_sign	ENSG00000127418.16
PRPF38A	7460.17119673612	-0.603856886681796	0.0521611058691107	0.8874529021745	not_sign	ENSG00000134748.14
UGP2	2557.35366853107	0.818755169126424	0.0521660966408254	0.8874529021745	not_sign	ENSG00000169764.17
ENSG00000272491	130.008939339176	-3.47778984249465	0.0523005381098269	0.8874529021745	not_sign	ENSG00000272491.1
EIF3A	21693.7673474831	-0.537621927866876	0.0523274388232527	0.8874529021745	not_sign	ENSG00000107581.15
FLVCR2	71.1224268256094	4.23012619827917	0.0524077671642897	NA	not_sign	ENSG00000119686.11
LRRTM3	839.428061858296	1.32789070803793	0.0524865910119316	0.8874529021745	not_sign	ENSG00000198739.11
CTBP2P8	136.105241577798	3.70920983520152	0.0526292263548718	0.8874529021745	not_sign	ENSG00000234383.1
DPY19L1P2	52.5249376445136	4.65800435763742	0.0526352007379973	NA	not_sign	ENSG00000231952.3
NEU2	36.6078423244494	-5.83782586136502	0.0526807299089638	NA	not_sign	ENSG00000115488.4
PDE1B	30.0244423273734	-5.78737014310894	0.0527050915469783	NA	not_sign	ENSG00000123360.13
MIR4280HG	709.260530140681	-1.67917366157906	0.0527062655363287	0.8874529021745	not_sign	ENSG00000233828.6
PRELID2	167.831703330949	3.32098827994154	0.0527217703942272	0.8874529021745	not_sign	ENSG00000186314.13
DBN1	13162.8031903858	-0.550587132650076	0.0527535191737021	0.8874529021745	not_sign	ENSG00000113758.15
PRDX2	831.071832869669	1.22975317364409	0.052762923043722	0.8874529021745	not_sign	ENSG00000167815.13
ZNF598	3128.02299388259	-0.714805127533543	0.0528141448036672	0.8874529021745	not_sign	ENSG00000167962.15
PLD1	328.151684091493	2.02380631377135	0.0528184188159867	0.8874529021745	not_sign	ENSG00000075651.18
ENSG00000270589	212.477746453596	3.11496950110979	0.0528409529407122	0.8874529021745	not_sign	ENSG00000270589.1
CLIP2	14526.1331017675	-0.517404766301004	0.0528414325823404	0.8874529021745	not_sign	ENSG00000106665.17
ANO2	42.2000211667973	-5.37606434204263	0.0529248842824764	NA	not_sign	ENSG00000047617.18
SRRM3	1146.2265157614	-0.973043781299058	0.0529467460986198	0.8874529021745	not_sign	ENSG00000177679.16
RBM47	261.927940119776	-1.93686920235121	0.0529916618595616	0.8874529021745	not_sign	ENSG00000163694.16
PTGDS	93.2266616314264	3.10494527735369	0.0529988700321976	0.8874529021745	not_sign	ENSG00000107317.14
ENSG00000289018	47.4165777170121	-4.56385485724778	0.0530116769891808	NA	not_sign	ENSG00000289018.3
ENSG00000286399	76.7228800996491	4.29528376418486	0.0531420451943301	NA	not_sign	ENSG00000286399.2
DNM1P35	63.9154634589235	4.43154910872233	0.0531739750197964	NA	not_sign	ENSG00000246877.3
MIS18BP1	1099.33400114765	0.99624820114976	0.0532430031530792	0.890097512906133	not_sign	ENSG00000129534.15
CARMIL1	2582.2419362304	-0.990699143665694	0.0532742803356119	0.890097512906133	not_sign	ENSG00000079691.20
FAM149A	78.1334490729173	4.12748191672523	0.0533981288443248	NA	not_sign	ENSG00000109794.15
MPHOSPH10	5110.4666613739	-0.620118745853308	0.0534044176027854	0.890803346766515	not_sign	ENSG00000124383.12
ENSG00000288750	90.8564923902962	-3.21871161604818	0.0534628387666293	0.890803346766515	not_sign	ENSG00000288750.2
PIMREG	360.184885445466	1.67155554333049	0.05356532301091	0.890803346766515	not_sign	ENSG00000129195.17
TRIM14	445.882457768305	1.5782258340921	0.0535809276579993	0.890803346766515	not_sign	ENSG00000106785.16
ENSG00000276256	292.874933706351	2.0723323627405	0.0537087551231978	0.890803346766515	not_sign	ENSG00000276256.1
NPTXR	1765.30367633527	0.996385231087169	0.0537118578081191	0.890803346766515	not_sign	ENSG00000221890.7
H2BC3	725.857074572184	1.1912231627807	0.053728009696753	0.890803346766515	not_sign	ENSG00000276410.5
LYPD6	55.4368278312619	4.81666961730761	0.0537397933243398	NA	not_sign	ENSG00000187123.16
PWP2	74.1499486036864	4.44751354221869	0.0538276222178336	NA	not_sign	ENSG00000241945.9
ENSG00000280355	85.3600745012396	4.23789655595519	0.0538331870056726	0.890930981735703	not_sign	ENSG00000280355.1
ENSG00000300321	371.082761182293	-1.90581320125863	0.0539446054776314	0.890930981735703	not_sign	ENSG00000300321.1
ENSG00000227486	419.523865049023	1.56209092878656	0.0539460864490424	0.890930981735703	not_sign	ENSG00000227486.5
RN7SL4P	16282.9329367034	-0.440192160157981	0.0539708750978867	0.890930981735703	not_sign	ENSG00000263740.2
ENSG00000286366	68.0392998969378	4.21900782508645	0.0540670945071798	NA	not_sign	ENSG00000286366.2
HEBP1	86.4238598988157	4.15798942460115	0.0541495090464411	0.892907138291369	not_sign	ENSG00000013583.11
MIR29B2CHG	1668.55653701257	-0.918147899133156	0.0542289317773541	0.893157312663658	not_sign	ENSG00000203709.15
TMX4-AS1	31.1951112413163	6.35737447061904	0.054235640951255	NA	not_sign	ENSG00000229766.8
RRP8	3682.95634405378	-0.763630085195071	0.05428255806805	0.893157312663658	not_sign	ENSG00000132275.12
RN7SL711P	77.7485984895616	-3.47348013924995	0.0543357799266624	NA	not_sign	ENSG00000276047.1
DLX2	181.969757181616	3.09180156983151	0.0543717038994859	0.893653797063784	not_sign	ENSG00000115844.11
ENSG00000255216	19.6425742758841	-8.1927807294015	0.0543794135809878	NA	not_sign	ENSG00000255216.3
HHAT	75.526108542336	4.15881773656779	0.0544360492541942	NA	not_sign	ENSG00000054392.14
ENSG00000275910	56.8903388333982	4.80222443527748	0.0544661387206039	NA	not_sign	ENSG00000275910.1
SPRY2	3083.76939999722	0.868107788156132	0.0545360232647391	0.895383419885002	not_sign	ENSG00000136158.13
C19orf44	623.898861344444	1.53594701162688	0.0547681187574112	0.897500021403352	not_sign	ENSG00000105072.10
NMI	150.280786420178	3.09346421195956	0.0547923785102919	0.897500021403352	not_sign	ENSG00000123609.12
ENSG00000309045	64.5133416130664	4.31742463391731	0.0548613491642909	NA	not_sign	ENSG00000309045.1
CREBZF	9271.5955417312	-0.48362846505338	0.0548698046779046	0.897500021403352	not_sign	ENSG00000137504.16
RBM39	21478.1204659943	-0.467689423192654	0.0549506220220816	0.897500021403352	not_sign	ENSG00000131051.25
ENSG00000287045	40.789849641887	5.41872103442468	0.0549701095875989	NA	not_sign	ENSG00000287045.3
GOLGA6L4	28.0025985156932	5.93141301814295	0.0550768247121694	NA	not_sign	ENSG00000184206.13
SREK1	17803.4138231658	-0.548258526498101	0.0551260167994929	0.897500021403352	not_sign	ENSG00000153914.17
PCDHGB4	336.002894349029	1.67290577109564	0.0551654020796175	0.897500021403352	not_sign	ENSG00000253953.3
SRSF4	17720.4998492393	-0.530423379044064	0.0551737970667492	0.897500021403352	not_sign	ENSG00000116350.19
CCDC12	2374.94796120371	-0.807506188683049	0.0552394150565733	0.897500021403352	not_sign	ENSG00000160799.14
HOXA4	94.3076856630516	-3.18571024296935	0.055249608516835	0.897500021403352	not_sign	ENSG00000197576.15
PAM	3270.5063962798	0.749046319178097	0.055257194138137	0.897500021403352	not_sign	ENSG00000145730.22
ROR2	19.9999052368545	8.09738984182011	0.0553718509340819	NA	not_sign	ENSG00000169071.16
LAMP5	318.178957504204	2.47382534603522	0.0553866149314111	0.898283370595086	not_sign	ENSG00000125869.11
PAIP1P1	73.5501143083939	4.35917182160309	0.0554051472608893	NA	not_sign	ENSG00000233892.1
HEXA-AS1	95.6213510040956	3.69467278801748	0.055423977267151	0.898283370595086	not_sign	ENSG00000260339.3
SBNO1	7953.79282066218	-0.578883932226131	0.0555427754354012	0.899247028790673	not_sign	ENSG00000139697.15
ENSG00000282381	65.7338173837511	4.32058351122606	0.0556720047959689	NA	not_sign	ENSG00000282381.3
MEG3	33915.3032223266	-0.489974896763914	0.0557512745568811	0.899886274569548	not_sign	ENSG00000214548.20
ATOX1	98.4701595506682	3.67890480000798	0.0557686647245591	0.899886274569548	not_sign	ENSG00000177556.13
SUPT5H	14953.1785234705	-0.525130993294786	0.0557986751888276	0.899886274569548	not_sign	ENSG00000196235.15
GPM6B	8555.33594602026	0.511090117494074	0.05581979002873	0.899886274569548	not_sign	ENSG00000046653.15
ENSG00000287978	56.2442936401944	4.60449636946193	0.0558882438205622	NA	not_sign	ENSG00000287978.2
ENSG00000197813	545.512407439519	-1.51292779732037	0.0560556113602569	0.902307415335323	not_sign	ENSG00000197813.7
TMEM105	80.8495787436139	3.95136817895517	0.0561343999793444	0.902307415335323	not_sign	ENSG00000185332.9
GEN1	718.20552127791	1.34123284086542	0.0561486005451504	0.902307415335323	not_sign	ENSG00000178295.16
ENSG00000310455	19.9696825075171	8.07476509163748	0.0561677703757648	NA	not_sign	ENSG00000310455.1
SLC35A1	27.4330194869107	6.40187352377082	0.0562778827127697	NA	not_sign	ENSG00000164414.20
ENSG00000230815	33.2076256504087	5.87899874721001	0.0563316881755564	NA	not_sign	ENSG00000230815.2
GNL2	6377.37066665334	-0.631772010420116	0.0564838218639023	0.903473771663933	not_sign	ENSG00000134697.14
MTARC1	222.482553522637	2.08964350664439	0.0565127121853594	0.903473771663933	not_sign	ENSG00000186205.15
ENSG00000301439	133.97987356825	-2.73454310666507	0.0565200782203191	0.903473771663933	not_sign	ENSG00000301439.1
RNF128	41.9604659869563	5.32743855144871	0.0565780708458481	NA	not_sign	ENSG00000133135.15
PCDH18	336.596386681156	1.89759977923616	0.0566045148178523	0.903473771663933	not_sign	ENSG00000189184.12
ENSG00000286830	422.000766386772	2.26499156174595	0.0566149129962214	0.903473771663933	not_sign	ENSG00000286830.2
LCTL	30.7299998640795	5.68862594164468	0.0566827643226944	NA	not_sign	ENSG00000188501.12
EIF5A2P1	40.2195502338399	-5.46570440064636	0.0567063694843608	NA	not_sign	ENSG00000260576.1
ZFP36L2	1410.91073219958	1.08608973496817	0.0567214445348847	0.903473771663933	not_sign	ENSG00000152518.9
CDC25B	5486.45918133747	0.567272711644272	0.0567562518197964	0.903473771663933	not_sign	ENSG00000101224.19
ENDOG	126.676306624747	3.43676668802891	0.0567837275044122	0.903473771663933	not_sign	ENSG00000167136.8
RBM43	134.238356670388	3.44341740821598	0.0568091950859735	0.903473771663933	not_sign	ENSG00000184898.7
THUMPD2	377.172419397137	1.60403648959951	0.0568173752405786	0.903473771663933	not_sign	ENSG00000138050.16
ENSG00000293192	27.0815603767858	5.9967158077028	0.0568882160245512	NA	not_sign	ENSG00000293192.2
GBP2	1132.27471058018	0.990466031109831	0.0570146345535345	0.9047701382046	not_sign	ENSG00000162645.14
GLIPR1	127.950575814716	3.33548730695604	0.0570238988170641	0.9047701382046	not_sign	ENSG00000139278.10
ENSG00000260588	37.2128301983558	5.32750331987901	0.0571226739570451	NA	not_sign	ENSG00000260588.1
GOLGA4	31349.8534847984	-0.487885790160393	0.057130973629349	0.9047701382046	not_sign	ENSG00000144674.20
DNAJB9	1629.11253201722	-0.838347494495437	0.0571377208830542	0.9047701382046	not_sign	ENSG00000128590.6
TSPAN11-AS1	74.2289778465077	4.11685616436463	0.0572360402413891	NA	not_sign	ENSG00000290531.1
SNTA1	215.21818712505	2.81592589739533	0.0573465481318097	0.907129008757249	not_sign	ENSG00000101400.7
NARF-AS2	90.2352489930286	3.88567228734256	0.057434718626667	0.907576356692921	not_sign	ENSG00000265458.4
ZRSR2	4368.27969504299	-0.750536318625997	0.0575479166364452	0.907903896216844	not_sign	ENSG00000169249.15
MYLK3	60.6442213275304	4.35552057014715	0.0575542661889318	NA	not_sign	ENSG00000140795.14
KRT18P61	30.7752820597568	5.61531686861887	0.0576129181008658	NA	not_sign	ENSG00000267083.1
HIPK2	10324.0894298795	0.525734030459807	0.057680841027956	0.907903896216844	not_sign	ENSG00000064393.17
ENSG00000291149	265.93329372704	2.65896930317974	0.0577257755212179	0.907903896216844	not_sign	ENSG00000291149.2
EIF2B5	3936.95671329986	-0.749330128333938	0.057771757220597	0.907903896216844	not_sign	ENSG00000145191.16
DBNDD2	196.621682530509	-2.22534877063185	0.0578019193496887	0.907903896216844	not_sign	ENSG00000244274.10
BAG2	198.482409502456	3.07135883642849	0.0578149175035802	0.907903896216844	not_sign	ENSG00000112208.12
CLASRP	6976.01249110447	-0.551307403489884	0.0579281912981474	0.908633251312232	not_sign	ENSG00000104859.16
MYH6	32.9257812751844	-5.93444960043371	0.0580340742647851	NA	not_sign	ENSG00000197616.14
MT1F	57.7541256845797	4.44911389522297	0.0580704665564805	NA	not_sign	ENSG00000198417.8
HK2	2906.01284109372	-0.65976273619971	0.0581401991051015	0.908633251312232	not_sign	ENSG00000159399.11
ENSG00000295259	98.1012076123069	3.77072412781257	0.0581408832635833	0.908633251312232	not_sign	ENSG00000295259.1
PRPF38B	17754.6783125506	-0.582795300175942	0.0581694058968619	0.908633251312232	not_sign	ENSG00000134186.13
UBE4A	2916.99955975411	0.736998424746417	0.0582184876909016	0.908633251312232	not_sign	ENSG00000110344.11
RAB36	21.0981641208701	7.23419859455935	0.0582339430432429	NA	not_sign	ENSG00000100228.15
ENSG00000290033	83.850408142367	3.94637203328956	0.0582564732861662	0.908633251312232	not_sign	ENSG00000290033.1
LIF-AS2	76.7286280294757	-4.29117447051199	0.0582927123158719	NA	not_sign	ENSG00000268812.3
SLC20A1-DT	114.189641460755	3.44458670072524	0.058300735121827	0.908633251312232	not_sign	ENSG00000237753.3
TBR1	53.1248981440739	4.58002683034594	0.0583204659131642	NA	not_sign	ENSG00000136535.15
UBXN1	6337.39272236108	-0.61998806047491	0.0583694610007969	0.908633251312232	not_sign	ENSG00000162191.15
ACAA1	1097.69142729973	-1.03205863840457	0.0584609690227786	0.908633251312232	not_sign	ENSG00000060971.20
DARS1-AS1	100.035660177746	3.67427531633511	0.0585966158204532	0.908633251312232	not_sign	ENSG00000231890.11
PART1	39.915188913638	-5.38767503694711	0.0586385504793343	NA	not_sign	ENSG00000152931.10
UBE2G2	8094.20457168317	-0.521300836488093	0.0586660883859027	0.908633251312232	not_sign	ENSG00000184787.20
NDE1	1774.53801818096	0.915848102615467	0.0586980556945101	0.908633251312232	not_sign	ENSG00000072864.17
ENSG00000267277	19.4904378856882	8.07629659371921	0.058732612916597	NA	not_sign	ENSG00000267277.3
ATRAID	537.673277726812	1.56105833368995	0.0587591737034847	0.908633251312232	not_sign	ENSG00000138085.19
CLIC4	4980.71677094603	0.628349531652618	0.0588210050996022	0.908633251312232	not_sign	ENSG00000169504.16
PPP2R2B-IT1	62.3974452647009	4.25509480165354	0.0588552890197626	NA	not_sign	ENSG00000249553.1
CHD2	40415.1634992033	-0.495358813322825	0.058942239495963	0.908633251312232	not_sign	ENSG00000173575.24
ZNF790-AS1	296.001548588855	-2.44378616499244	0.0590111621373556	0.908633251312232	not_sign	ENSG00000267254.9
FAM88E	108.421902830077	3.5791065941837	0.0590286261117745	0.908633251312232	not_sign	ENSG00000237357.3
ZFAT	729.502903663636	1.22411145547887	0.0590598686118758	0.908633251312232	not_sign	ENSG00000066827.17
COL1A1	870.700218411909	1.5647785354423	0.0590722563091536	0.908633251312232	not_sign	ENSG00000108821.15
PTX3	1022.09845588841	1.47869989778772	0.0591333240251315	0.908633251312232	not_sign	ENSG00000163661.5
DSP	86.9462437273629	-3.8202652388779	0.0592247208794923	0.908633251312232	not_sign	ENSG00000096696.17
UCP3	102.387740962521	3.06608216111767	0.0592378150041334	0.908633251312232	not_sign	ENSG00000175564.14
